region;city;id;href;region_code;
Республика Дагестан;Кизляр;3024;/banks/Respublika_Dagestan/Kizlyar/;5;
Челябинская область;Снежинск;593;/banks/Chelyabinskaya_oblast~/Snezhinsk/;74;
Санкт-Петербург и область;Кингисепп;3029;/banks/Sankt-Peterburg_i_oblast~/Kingisepp/;47;
Алтайский край;Заринск;623;/banks/Altayskiy_kray/Zarinsk/list/;22;
Самарская область;Отрадный;3549;/banks/Samarskaya_oblast~/Otradnyiy/;63;
Краснодарский край;Курганинск;3170;/banks/Krasnodarskiy_kray/Kurganinsk/;23;
Иркутская область;Шелехов;638;/banks/Irkutskaya_oblast~/Shelehov/list/;38;
Удмуртская Республика;Можга;3323;/banks/Udmurtskaya_Respublika/Mozhga/;18;
Удмуртская Республика;Можга;3323;/banks/Udmurtskaya_Respublika/Mozhga/;18;
Санкт-Петербург и область;Сертолово;226;/banks/Sankt-Peterburg_i_oblast~/Sertolovo/;47;
Смоленская область;Ярцево;178;/banks/Smolenskaya_oblast~/Yartssevo/;67;
Тверская область;Торжок;3967;/banks/Tverskaya_oblast~/Torzhok/;69;
Республика Мордовия;Рузаевка;475;/banks/Respublika_Mordoviya/Ruzaevka/;13;
Санкт-Петербург и область;Волхов;213;/banks/Sankt-Peterburg_i_oblast~/Volhov/;47;
Кемеровская область;Березовский;645;/banks/Kemerovskaya_oblast~/Berezovskiy/list/;42;
Москва и область;Дзержинский;84;/banks/Moskva_i_oblast~/Dzerzhinskiy/;50;
Липецкая область;Грязи;2755;/banks/Lipetsskaya_oblast~/Gryazi/;48;
Пермский край;Чусовой;456;/banks/Permskiy_kray/Chusovoy/;59;
Ямало-Ненецкий автономный округ;Надым;608;/banks/Yamalo-Nenetsskiy_avtonomnyiy_okrug/Nadyim/;89;
Свердловская область;Верхняя Салда;541;/banks/Sverdlovskaya_oblast~/Verhnyaya_Salda/;66;
Смоленская область;Сафоново;175;/banks/Smolenskaya_oblast~/Safonovo/;67;
Кемеровская область;Осинники;3542;/banks/Kemerovskaya_oblast~/Osinniki/list/;42;
Владимирская область;Кольчугино;114;/banks/Vladimirskaya_oblast~/Kol~chugino/list/;33;
Чувашская Республика;Канаш;521;/banks/Chuvasshskaya_Respublika/Kanassh/;21;
Тамбовская область;Рассказово;3708;/banks/Tambovskaya_oblast~/Rasskazovo/;68;
Челябинская область;Сатка;584;/banks/Chelyabinskaya_oblast~/Satka/;74;
Мурманская область;Мончегорск;260;/banks/Murmanskaya_oblast~/Monchegorsk/;51;
Новосибирская область;Куйбышев;3159;/banks/Novosibirskaya_oblast~/Kuybyisshev/;54;
Иркутская область;Усть-Кут;636;/banks/Irkutskaya_oblast~/Ust~-Kut/list/;38;
Иркутская область;Тулун;3982;/banks/Irkutskaya_oblast~/Tulun/list/;38;
Белгородская область;Шебекино;100;/banks/Belgorodskaya_oblast~/Shebekino/list/;31;
Приморский край;Спасск-Дальний;754;/banks/Primorskiy_kray/Spassk-Dal~niy/;25;
Алтайский край;Камень-на-Оби;2974;/banks/Altayskiy_kray/Kamen~-na-Obi/list/;22;
Ростовская область;Белая Калитва;357;/banks/Rostovskaya_oblast~/Belaya_Kalitva/;61;
Республика Коми;Печора;286;/banks/Respublika_Komi/Pechora/;11;
Челябинская область;Чебаркуль;598;/banks/Chelyabinskaya_oblast~/Chebarkul~/;74;
Ханты-Мансийский автономный округ;Радужный;570;/banks/Hantyi-Mansiyskiy_avtonomnyiy_okrug/Raduzhnyiy/;86;
Краснодарский край;Усть-Лабинск;4048;/banks/Krasnodarskiy_kray/Ust~-Labinsk/;23;
Орловская область;Мценск;3375;/banks/Orlovskaya_oblast~/Mtssensk/;57;
Кемеровская область;Мыски;3376;/banks/Kemerovskaya_oblast~/Myiski/list/;42;
Хабаровский край;Амурск;2439;/banks/Habarovskiy_kray/Amursk/;27;
Курская область;Курчатов;155;/banks/Kurskaya_oblast~/Kurchatov/;46;
Ямало-Ненецкий автономный округ;Салехард;603;/banks/Salehard/;89;
Тульская область;Ефремов;2848;/banks/Tul~skaya_oblast~/Efremov/;71;
Томская область;Стрежевой;698;/banks/Tomskaya_oblast~/Strezhevoy/;70;
Ростовская область;Аксай;355;/banks/Rostovskaya_oblast~/Aksay/;61;
Ярославская область;Переславль-Залесский;207;/banks/Yaroslavskaya_oblast~/Pereslavl~-Zalesskiy/;76;
Астраханская область;Ахтубинск;2468;/banks/Astrahanskaya_oblast~/Ahtubinsk/list/;30;
Москва и область;Кашира;42;/banks/Moskva_i_oblast~/Kasshira/;50;
Республика Татарстан;Заинск;2867;/banks/Respublika_Tatarstan/Zainsk/;16;
Республика Татарстан;Заинск;2867;/banks/Respublika_Tatarstan/Zainsk/;16;
Калининградская область;Советск;3807;/banks/Kaliningradskaya_oblast~/Sovetsk/list/;39;
Саратовская область;Пугачев;3689;/banks/Saratovskaya_oblast~/Pugachev/;64;
Ханты-Мансийский автономный округ;Лангепас;571;/banks/Hantyi-Mansiyskiy_avtonomnyiy_okrug/Langepas/;86;
Республика Башкортостан;Бирск;465;/banks/Respublika_Basshkortostan/Birsk/;2;
Волгоградская область;Урюпинск;314;/banks/Volgogradskaya_oblast~/Uryupinsk/list/;34;
Тамбовская область;Моршанск;3337;/banks/Tambovskaya_oblast~/Morsshansk/;68;
Ханты-Мансийский автономный округ;Пыть-Ях;573;/banks/Hantyi-Mansiyskiy_avtonomnyiy_okrug/Pyit~-Yah/;86;
Свердловская область;Качканар;544;/banks/Sverdlovskaya_oblast~/Kachkanar/;66;
Тверская область;Конаково;190;/banks/Tverskaya_oblast~/Konakovo/;69;
Саратовская область;Ртищево;3724;/banks/Saratovskaya_oblast~/Rtisschevo/;64;
Владимирская область;Вязники;2710;/banks/Vladimirskaya_oblast~/Vyazniki/list/;33;
Краснодарский край;Кореновск;3079;/banks/Krasnodarskiy_kray/Korenovsk/;23;
Республика Коми;Усинск;280;/banks/Respublika_Komi/Usinsk/;11;
Ярославская область;Тутаев;202;/banks/Yaroslavskaya_oblast~/Tutaev/;76;
Ростовская область;Красный Сулин;368;/banks/Rostovskaya_oblast~/Krasnyiy_Sulin/;61;
Иркутская область;Саянск;3751;/banks/Irkutskaya_oblast~/Sayansk/list/;38;
Архангельская область;Новодвинск;238;/banks/Arhangel~skaya_oblast~/Novodvinsk/list/;29;
Брянская область;Новозыбков;3454;/banks/Bryanskaya_oblast~/Novozyibkov/list/;32;
Калужская область;Людиново;3244;/banks/Kaluzhskaya_oblast~/Lyudinovo/list/;40;
Ставропольский край;Изобильный;2921;/banks/Stavropol~skiy_kray/Izobil~nyiy/;26;
Кемеровская область;Мариинск;650;/banks/Kemerovskaya_oblast~/Mariinsk/list/;42;
Калининградская область;Черняховск;4127;/banks/Kaliningradskaya_oblast~/Chernyahovsk/list/;39;
Нижегородская область;Заволжье;408;/banks/Nizhegorodskaya_oblast~/Zavolzh~e/;52;
Краснодарский край;Апшеронск;2446;/banks/Krasnodarskiy_kray/Apssheronsk/;23;
Свердловская область;Красноуфимск;547;/banks/Sverdlovskaya_oblast~/Krasnoufimsk/;66;
Архангельская область;Коряжма;236;/banks/Arhangel~skaya_oblast~/Koryazhma/list/;29;
Пензенская область;Каменка;2970;/banks/Penzenskaya_oblast~/Kamenka/;58;
Камчатский край;Елизово;730;/banks/Kamchatskiy_kray/Elizovo/list/;41;
Волгоградская область;Фролово;313;/banks/Volgogradskaya_oblast~/Frolovo/list/;34;
Ханты-Мансийский автономный округ;Урай;577;/banks/Hantyi-Mansiyskiy_avtonomnyiy_okrug/Uray/;86;
Приморский край;Большой Камень;743;/banks/Primorskiy_kray/Bol~sshoy_Kamen~/;25;
Санкт-Петербург и область;Тосно;3207;/banks/Sankt-Peterburg_i_oblast~/Tosno/;47;
Белгородская область;Алексеевка;96;/banks/Belgorodskaya_oblast~/Alekseevka/list/;31;
Челябинская область;Коркино;3081;/banks/Chelyabinskaya_oblast~/Korkino/;74;
Челябинская область;Кыштым;591;/banks/Chelyabinskaya_oblast~/Kyisshtyim/;74;
Ханты-Мансийский автономный округ;Лянтор;3247;/banks/Hantyi-Mansiyskiy_avtonomnyiy_okrug/Lyantor/;86;
Республика Северная Осетия-Алания;Моздок;3324;/banks/Respublika_Severnaya_Osetiya-Alaniya/Mozdok/;15;
Приморский край;Партизанск;3575;/banks/Primorskiy_kray/Partizansk/;25;
Красноярский край;Шарыпово;671;/banks/Krasnoyarskiy_kray/Sharyipovo/;24;
Ставропольский край;Светлоград;823;/banks/Stavropol~skiy_kray/Svetlograd/;26;
Вологодская область;Сокол;3810;/banks/Vologodskaya_oblast~/Sokol/list/;35;
Свердловская область;Ирбит;2939;/banks/Sverdlovskaya_oblast~/Irbit/;66;
Оренбургская область;Гай;422;/banks/Orenburgskaya_oblast~/Gay/;56;
Свердловская область;Реж;3711;/banks/Sverdlovskaya_oblast~/Rezh/;66;
Чувашская Республика;Алатырь;2428;/banks/Chuvasshskaya_Respublika/Alatyir~/;21;
Свердловская область;Алапаевск;538;/banks/Sverdlovskaya_oblast~/Alapaevsk/;66;
Краснодарский край;Темрюк;337;/banks/Krasnodarskiy_kray/Temryuk/;23;
Челябинская область;Южноуральск;599;/banks/Chelyabinskaya_oblast~/Yuzhnoural~sk/;74;
Республика Башкортостан;Учалы;471;/banks/Respublika_Basshkortostan/Uchalyi/;2;
Ивановская область;Вичуга;2676;/banks/Ivanovskaya_oblast~/Vichuga/list/;37;
Приморский край;Дальнегорск;759;/banks/Primorskiy_kray/Dal~negorsk/;25;
Москва и область;Протвино;60;/banks/Moskva_i_oblast~/Protvino/;50;
Республика Саха (Якутия);Мирный;767;/banks/Respublika_Saha_(Yakutiya)/Mirnyiy/;14;
Иркутская область;Нижнеудинск;634;/banks/Irkutskaya_oblast~/Nizhneudinsk/list/;38;
Приморский край;Лесозаводск;748;/banks/Primorskiy_kray/Lesozavodsk/;25;
Кабардино-Балкарская Республика;Баксан;2497;/banks/Kabardino-Balkarskaya_Respublika/Baksan/list/;7;
Республика Северная Осетия-Алания;Беслан;807;/banks/Respublika_Severnaya_Osetiya-Alaniya/Beslan/;15;
Тюменская область;Ялуторовск;3354;/banks/Tyumenskaya_oblast~/Yalutorovsk/;72;
Ростовская область;Миллерово;372;/banks/Rostovskaya_oblast~/Millerovo/;61;
Санкт-Петербург и область;Луга;222;/banks/Sankt-Peterburg_i_oblast~/Luga/;47;
Республика Дагестан;Кизилюрт;3023;/banks/Respublika_Dagestan/Kizilyurt/;5;
Ивановская область;Фурманов;4071;/banks/Ivanovskaya_oblast~/Furmanov/list/;37;
Калининградская область;Краснознаменск;7781;/banks/Kaliningradskaya_oblast~/Krasnoznamensk/list/;39;
Ставропольский край;Зеленокумск;4700;/banks/Stavropol~skiy_kray/Zelenokumsk/;26;
Нижегородская область;Кулебаки;409;/banks/Nizhegorodskaya_oblast~/Kulebaki/;52;
Мурманская область;Кандалакша;256;/banks/Murmanskaya_oblast~/Kandalakssha/;51;
Амурская область;Тында;720;/banks/Amurskaya_oblast~/Tyinda/list/;28;
Иркутская область;Тайшет;635;/banks/Irkutskaya_oblast~/Taysshet/list/;38;
Свердловская область;Тавда;3901;/banks/Sverdlovskaya_oblast~/Tavda/;66;
Пензенская область;Сердобск;3779;/banks/Penzenskaya_oblast~/Serdobsk/;58;
Белгородская область;Валуйки;95;/banks/Belgorodskaya_oblast~/Valuyki/list/;31;
Краснодарский край;Гулькевичи;2757;/banks/Krasnodarskiy_kray/Gul~kevichi/;23;
Кировская область;Вятские Поляны;387;/banks/Kirovskaya_oblast~/Vyatskie_Polyanyi/;43;
Москва и область;Истра;50;/banks/Moskva_i_oblast~/Istra/;50;
Ивановская область;Тейково;138;/banks/Ivanovskaya_oblast~/Teykovo/list/;37;
Краснодарский край;Абинск;327;/banks/Krasnodarskiy_kray/Abinsk/;23;
Республика Татарстан;Азнакаево;2415;/banks/Respublika_Tatarstan/Aznakaevo/;16;
Республика Татарстан;Азнакаево;2415;/banks/Respublika_Tatarstan/Aznakaevo/;16;
Краснодарский край;Новокубанск;333;/banks/Krasnodarskiy_kray/Novokubansk/;23;
Свердловская область;Сухой Лог;557;/banks/Sverdlovskaya_oblast~/Suhoy_Log/;66;
Ярославская область;Углич;208;/banks/Yaroslavskaya_oblast~/Uglich/;76;
Самарская область;Кинель;3030;/banks/Samarskaya_oblast~/Kinel~/;63;
Республика Башкортостан;Благовещенск;6276;/banks/Respublika_Basshkortostan/Blagovesschensk/;2;
Ханты-Мансийский автономный округ;Югорск;578;/banks/Hantyi-Mansiyskiy_avtonomnyiy_okrug/Yugorsk/;86;
Кировская область;Слободской;3799;/banks/Kirovskaya_oblast~/Slobodskoy/;43;
Пермский край;Добрянка;454;/banks/Permskiy_kray/Dobryanka/;59;
Челябинская область;Трехгорный;596;/banks/Chelyabinskaya_oblast~/Trehgornyiy/;74;
Санкт-Петербург и область;Сланцы;3206;/banks/Sankt-Peterburg_i_oblast~/Slantssyi/;47;
Сахалинская область;Корсаков;774;/banks/Sahalinskaya_oblast~/Korsakov/;65;
Рязанская область;Касимов;167;/banks/Ryazanskaya_oblast~/Kasimov/;62;
Ямало-Ненецкий автономный округ;Муравленко;609;/banks/Yamalo-Nenetsskiy_avtonomnyiy_okrug/Muravlenko/;89;
Пермский край;Чернушка;457;/banks/Permskiy_kray/Chernusshka/;59;
Свердловская область;Артемовский;537;/banks/Sverdlovskaya_oblast~/Artemovskiy/;66;
Красноярский край;Сосновоборск;668;/banks/Krasnoyarskiy_kray/Sosnovoborsk/;24;
Республика Карелия;Кондопога;271;/banks/Respublika_Kareliya/Kondopoga/;10;
Москва и область;Шатура;88;/banks/Moskva_i_oblast~/Shatura/;50;
Ставропольский край;Благодарный;2564;/banks/Stavropol~skiy_kray/Blagodarnyiy/;26;
Калининградская область;Балтийск;2503;/banks/Kaliningradskaya_oblast~/Baltiysk/list/;39;
Республика Татарстан;Нурлат;3495;/banks/Respublika_Tatarstan/Nurlat/;16;
Республика Татарстан;Нурлат;3495;/banks/Respublika_Tatarstan/Nurlat/;16;
Иркутская область;Зима;633;/banks/Irkutskaya_oblast~/Zima/list/;38;
Алтайский край;Славгород;3793;/banks/Altayskiy_kray/Slavgorod/list/;22;
Москва и область;Котельники;49;/banks/Moskva_i_oblast~/Kotel~niki/;50;
Краснодарский край;Приморско-Ахтарск;4832;/banks/Krasnodarskiy_kray/Primorsko-Ahtarsk/;23;
Республика Коми;Инта;284;/banks/Respublika_Komi/Inta/;11;
Челябинская область;Аша;587;/banks/Chelyabinskaya_oblast~/Assha/;74;
Тульская область;Богородицк;2573;/banks/Tul~skaya_oblast~/Bogoroditssk/;71;
Калужская область;Киров;5062;/banks/Kaluzhskaya_oblast~/Kirov/list/;40;
Тамбовская область;Котовск;181;/banks/Tambovskaya_oblast~/Kotovsk/;68;
Новгородская область;Старая Русса;264;/banks/Novgorodskaya_oblast~/Staraya_Russa/;53;
Ярославская область;Ростов;205;/banks/Yaroslavskaya_oblast~/Rostov/;76;
Чувашская Республика;Шумерля;522;/banks/Chuvasshskaya_Respublika/Shumerlya/;21;
Смоленская область;Гагарин;172;/banks/Smolenskaya_oblast~/Gagarin/;67;
Кабардино-Балкарская Республика;Нарткала;3387;/banks/Kabardino-Balkarskaya_Respublika/Nartkala/list/;7;
Вологодская область;Великий Устюг;4715;/banks/Vologodskaya_oblast~/Velikiy_Ustyug/list/;35;
Саратовская область;Маркс;505;/banks/Saratovskaya_oblast~/Marks/;64;
Москва и область;Можайск;14;/banks/Moskva_i_oblast~/Mozhaysk/;50;
Забайкальский край;Борзя;2604;/banks/Zabaykal~skiy_kray/Borzya/list/;75;
Москва и область;Ликино-Дулево;3216;/banks/Moskva_i_oblast~/Likino-Dulevo/;50;
Республика Башкортостан;Дюртюли;2821;/banks/Respublika_Basshkortostan/Dyurtyuli/;2;
Саратовская область;Петровск;3595;/banks/Saratovskaya_oblast~/Petrovsk/;64;
Республика Ингушетия;Карабулак;2983;/banks/Respublika_Ingusshetiya/Karabulak/;6;
Республика Ингушетия;Малгобек;3265;/banks/Respublika_Ingusshetiya/Malgobek/;6;
Тверская область;Удомля;192;/banks/Tverskaya_oblast~/Udomlya/;69;
Сахалинская область;Холмск;776;/banks/Sahalinskaya_oblast~/Holmsk/;65;
Нижегородская область;Городец;407;/banks/Nizhegorodskaya_oblast~/Gorodetss/;52;
Свердловская область;Богданович;2570;/banks/Sverdlovskaya_oblast~/Bogdanovich/;66;
Республика Дагестан;Дагестанские Огни;2765;/banks/Respublika_Dagestan/Dagestanskie_Ogni/;5;
Карачаево-Черкесская Республика;Усть-Джегута;4038;/banks/Karachaevo-Cherkesskaya_Respublika/Ust~-Dzheguta/list/;9;
Челябинская область;Верхний Уфалей;586;/banks/Chelyabinskaya_oblast~/Verhniy_Ufaley/;74;
Калужская область;Малоярославец;145;/banks/Kaluzhskaya_oblast~/Maloyaroslavetss/list/;40;
Новосибирская область;Барабинск;2506;/banks/Novosibirskaya_oblast~/Barabinsk/;54;
Рязанская область;Скопин;3792;/banks/Ryazanskaya_oblast~/Skopin/;62;
Архангельская область;Мирный;237;/banks/Arhangel~skaya_oblast~/Mirnyiy/list/;29;
Челябинская область;Еманжелинск;597;/banks/Chelyabinskaya_oblast~/Emanzhelinsk/;74;
Свердловская область;Кушва;549;/banks/Sverdlovskaya_oblast~/Kusshva/;66;
Краснодарский край;Горячий Ключ;2746;/banks/Krasnodarskiy_kray/Goryachiy_Klyuch/;23;
Владимирская область;Киржач;113;/banks/Vladimirskaya_oblast~/Kirzhach/list/;33;
Москва и область;Луховицы;52;/banks/Moskva_i_oblast~/Luhovitssyi/;50;
Смоленская область;Десногорск;177;/banks/Smolenskaya_oblast~/Desnogorsk/;67;
Республика Карелия;Сегежа;276;/banks/Respublika_Kareliya/Segezha/;10;
Алтайский край;Алейск;2429;/banks/Altayskiy_kray/Aleysk/list/;22;
Брянская область;Дятьково;2823;/banks/Bryanskaya_oblast~/Dyat~kovo/list/;32;
Ивановская область;Кохма;3094;/banks/Ivanovskaya_oblast~/Kohma/list/;37;
Астраханская область;Знаменск;2896;/banks/Astrahanskaya_oblast~/Znamensk/list/;30;
Москва и область;Дедовск;86;/banks/Moskva_i_oblast~/Dedovsk/;50;
Свердловская область;Североуральск;3764;/banks/Sverdlovskaya_oblast~/Severoural~sk/;66;
Оренбургская область;Сорочинск;3829;/banks/Orenburgskaya_oblast~/Sorochinsk/;56;
Челябинская область;Карталы;3001;/banks/Chelyabinskaya_oblast~/Kartalyi/;74;
Свердловская область;Карпинск;2999;/banks/Sverdlovskaya_oblast~/Karpinsk/;66;
Пермский край;Кудымкар;446;/banks/Permskiy_kray/Kudyimkar/;59;
Мурманская область;Кировск;257;/banks/Murmanskaya_oblast~/Kirovsk/;51;
Кемеровская область;Топки;3961;/banks/Kemerovskaya_oblast~/Topki/list/;42;
Новосибирская область;Карасук;2988;/banks/Novosibirskaya_oblast~/Karasuk/;54;
Тульская область;Кимовск;4905;/banks/Tul~skaya_oblast~/Kimovsk/;71;
Республика Карелия;Костомукша;3090;/banks/Respublika_Kareliya/Kostomukssha/;10;
Оренбургская область;Соль-Илецк;3826;/banks/Orenburgskaya_oblast~/Sol~-Iletssk/;56;
Красноярский край;Дивногорск;669;/banks/Krasnoyarskiy_kray/Divnogorsk/;24;
Калининградская область;Гусев;2761;/banks/Kaliningradskaya_oblast~/Gusev/list/;39;
Самарская область;Похвистнево;3656;/banks/Samarskaya_oblast~/Pohvistnevo/;63;
Рязанская область;Сасово;3750;/banks/Ryazanskaya_oblast~/Sasovo/;62;
Республика Коми;Сосногорск;3837;/banks/Respublika_Komi/Sosnogorsk/;11;
Хабаровский край;Советская Гавань;786;/banks/Habarovskiy_kray/Sovetskaya_Gavan~/;27;
Ставропольский край;Нефтекумск;3406;/banks/Stavropol~skiy_kray/Neftekumsk/;26;
Ростовская область;Морозовск;374;/banks/Rostovskaya_oblast~/Morozovsk/;61;
Кемеровская область;Полысаево;3645;/banks/Kemerovskaya_oblast~/Polyisaevo/list/;42;
Приморский край;Дальнереченск;760;/banks/Primorskiy_kray/Dal~nerechensk/;25;
Пермский край;Губаха;439;/banks/Permskiy_kray/Gubaha/;59;
Омская область;Тара;3911;/banks/Omskaya_oblast~/Tara/;55;
Оренбургская область;Медногорск;3296;/banks/Orenburgskaya_oblast~/Mednogorsk/;56;
Самарская область;Октябрьск;3514;/banks/Samarskaya_oblast~/Oktyabr~sk/;63;
Республика Башкортостан;Янаул;472;/banks/Respublika_Basshkortostan/Yanaul/;2;
Ямало-Ненецкий автономный округ;Лабытнанги;607;/banks/Yamalo-Nenetsskiy_avtonomnyiy_okrug/Labyitnangi/;89;
Волгоградская область;Калач-на-Дону;298;/banks/Volgogradskaya_oblast~/Kalach-na-Donu/list/;34;
Свердловская область;Камышлов;2979;/banks/Sverdlovskaya_oblast~/Kamyisshlov/;66;
Ростовская область;Зерноград;361;/banks/Rostovskaya_oblast~/Zernograd/;61;
Тамбовская область;Уварово;4005;/banks/Tambovskaya_oblast~/Uvarovo/;68;
Ставропольский край;Новоалександровск;3441;/banks/Stavropol~skiy_kray/Novoaleksandrovsk/;26;
Кабардино-Балкарская Республика;Майский;3255;/banks/Kabardino-Balkarskaya_Respublika/Mayskiy/list/;7;
Ставропольский край;Новопавловск;3470;/banks/Stavropol~skiy_kray/Novopavlovsk/;26;
Ханты-Мансийский автономный округ;Советский;576;/banks/Hantyi-Mansiyskiy_avtonomnyiy_okrug/Sovetskiy/;86;
Калужская область;Балабаново;143;/banks/Kaluzhskaya_oblast~/Balabanovo/list/;40;
Ивановская область;Родники;3719;/banks/Ivanovskaya_oblast~/Rodniki/list/;37;
Москва и область;Красноармейск;43;/banks/Moskva_i_oblast~/Krasnoarmeysk/;50;
Брянская область;Унеча;4019;/banks/Bryanskaya_oblast~/Unecha/list/;32;
Оренбургская область;Кувандык;3151;/banks/Orenburgskaya_oblast~/Kuvandyik/;56;
Иркутская область;Железногорск-Илимский;637;/banks/Irkutskaya_oblast~/Zheleznogorsk-Ilimskiy/list/;38;
Ставропольский край;Ипатово;2937;/banks/Stavropol~skiy_kray/Ipatovo/;26;
Москва и область;Озеры;3511;/banks/Moskva_i_oblast~/Ozeryi/;50;
Костромская область;Буй;2616;/banks/Kostromskaya_oblast~/Buy/;44;
Тюменская область;Заводоуковск;2859;/banks/Tyumenskaya_oblast~/Zavodoukovsk/;72;
Санкт-Петербург и область;Кировск;221;/banks/Sankt-Peterburg_i_oblast~/Kirovsk/;47;
Саратовская область;Аткарск;504;/banks/Saratovskaya_oblast~/Atkarsk/;64;
Томская область;Асино;2460;/banks/Tomskaya_oblast~/Asino/;70;
Тульская область;Киреевск;3033;/banks/Tul~skaya_oblast~/Kireevsk/;71;
Нижегородская область;Богородск;405;/banks/Nizhegorodskaya_oblast~/Bogorodsk/;52;
Новосибирская область;Обь;3506;/banks/Novosibirskaya_oblast~/Ob~/;54;
Кемеровская область;Тайга;652;/banks/Kemerovskaya_oblast~/Tayga/list/;42;
Амурская область;Зея;2889;/banks/Amurskaya_oblast~/Zeya/list/;28;
Кировская область;Котельнич;3092;/banks/Kirovskaya_oblast~/Kotel~nich/;43;
Свердловская область;Красноуральск;545;/banks/Sverdlovskaya_oblast~/Krasnoural~sk/;66;
Республика Саха (Якутия);Ленск;766;/banks/Respublika_Saha_(Yakutiya)/Lensk/;14;
Республика Бурятия;Северобайкальск;686;/banks/Respublika_Buryatiya/Severobaykal~sk/;3;
Кемеровская область;Гурьевск;2760;/banks/Kemerovskaya_oblast~/Gur~evsk/list/;42;
Москва и область;Зарайск;36;/banks/Moskva_i_oblast~/Zaraysk/;50;
Республика Бурятия;Гусиноозерск;684;/banks/Respublika_Buryatiya/Gusinoozersk/;3;
Свердловская область;Невьянск;556;/banks/Sverdlovskaya_oblast~/Nev~yansk/;66;
Тверская область;Бежецк;2518;/banks/Tverskaya_oblast~/Bezhetssk/;69;
Ставропольский край;Железноводск;825;/banks/Stavropol~skiy_kray/Zheleznovodsk/;26;
Омская область;Исилькуль;2941;/banks/Omskaya_oblast~/Isil~kul~/;55;
Нижегородская область;Семенов;415;/banks/Nizhegorodskaya_oblast~/Semenov/;52;
Новосибирская область;Татарск;3925;/banks/Novosibirskaya_oblast~/Tatarsk/;54;
Томская область;Колпашево;3058;/banks/Tomskaya_oblast~/Kolpasshevo/;70;
Волгоградская область;Котово;300;/banks/Volgogradskaya_oblast~/Kotovo/list/;34;
Республика Башкортостан;Давлеканово;2764;/banks/Respublika_Basshkortostan/Davlekanovo/;2;
Белгородская область;Строитель;3873;/banks/Belgorodskaya_oblast~/Stroitel~/list/;31;
Архангельская область;Вельск;235;/banks/Arhangel~skaya_oblast~/Vel~sk/list/;29;
Ростовская область;Семикаракорск;376;/banks/Rostovskaya_oblast~/Semikarakorsk/;61;
Санкт-Петербург и область;Отрадное;224;/banks/Sankt-Peterburg_i_oblast~/Otradnoe/;47;
Карачаево-Черкесская Республика;Карачаевск;2992;/banks/Karachaevo-Cherkesskaya_Respublika/Karachaevsk/list/;9;
Приморский край;Фокино;757;/banks/Primorskiy_kray/Fokino/;25;
Костромская область;Шарья;150;/banks/Kostromskaya_oblast~/Shar~ya/;44;
Кировская область;Омутнинск;3532;/banks/Kirovskaya_oblast~/Omutninsk/;43;
Челябинская область;Усть-Катав;4044;/banks/Chelyabinskaya_oblast~/Ust~-Katav/;74;
Омская область;Калачинск;2959;/banks/Omskaya_oblast~/Kalachinsk/;55;
Тверская область;Бологое;187;/banks/Tverskaya_oblast~/Bologoe/;69;
Москва и область;Волоколамск;32;/banks/Moskva_i_oblast~/Volokolamsk/;50;
Ямало-Ненецкий автономный округ;Губкинский;2756;/banks/Yamalo-Nenetsskiy_avtonomnyiy_okrug/Gubkinskiy/;89;
Кемеровская область;Таштагол;653;/banks/Kemerovskaya_oblast~/Tasshtagol/list/;42;
Мурманская область;Оленегорск;259;/banks/Murmanskaya_oblast~/Olenegorsk/;51;
Сахалинская область;Оха;3550;/banks/Sahalinskaya_oblast~/Oha/;65;
Москва и область;Кубинка;3150;/banks/Moskva_i_oblast~/Kubinka/;50;
Камчатский край;Вилючинск;728;/banks/Kamchatskiy_kray/Vilyuchinsk/list/;41;
Тверская область;Нелидово;3398;/banks/Tverskaya_oblast~/Nelidovo/;69;
Костромская область;Нерехта;149;/banks/Kostromskaya_oblast~/Nerehta/;44;
Хабаровский край;Николаевск-на-Амуре;784;/banks/Habarovskiy_kray/Nikolaevsk-na-Amure/;27;
Пензенская область;Нижний Ломов;3414;/banks/Penzenskaya_oblast~/Nizhniy_Lomov/;58;
Москва и область;Лосино-Петровский;48;/banks/Moskva_i_oblast~/Losino-Petrovskiy/;50;
Ставропольский край;Лермонтов;822;/banks/Stavropol~skiy_kray/Lermontov/;26;
Иркутская область;Вихоревка;631;/banks/Irkutskaya_oblast~/Vihorevka/list/;38;
Пензенская область;Никольск;3428;/banks/Penzenskaya_oblast~/Nikol~sk/;58;
Ростовская область;Зверево;2882;/banks/Rostovskaya_oblast~/Zverevo/;61;
Архангельская область;Няндома;3499;/banks/Arhangel~skaya_oblast~/Nyandoma/list/;29;
Красноярский край;Дудинка;670;/banks/Krasnoyarskiy_kray/Dudinka/;24;
Пермский край;Верещагино;2650;/banks/Permskiy_kray/Veresschagino/;59;
Республика Татарстан;Бавлы;2484;/banks/Respublika_Tatarstan/Bavlyi/;16;
Республика Татарстан;Бавлы;2484;/banks/Respublika_Tatarstan/Bavlyi/;16;
Республика Татарстан;Менделеевск;486;/banks/Respublika_Tatarstan/Mendeleevsk/;16;
Республика Татарстан;Менделеевск;486;/banks/Respublika_Tatarstan/Mendeleevsk/;16;
Свердловская область;Нижняя Тура;553;/banks/Sverdlovskaya_oblast~/Nizhnyaya_Tura/;66;
